-3.5873117;-5.222832;-6.489091;-4.3543687;-7.3246617;-5.718954;-5.9714923;-6.5379725;-7.4256797;-7.6085787;-3.935783;-4.807684;-6.0351977;-6.7027726;-4.2548165;-5.518779;-5.5306683;-4.4544277;-4.996501;-5.960787;-4.606746;-5.8846326;-5.0654764;-5.286665;-7.278329;-4.4156885;-6.08462;-2.5360837;-5.2073617;-3.4213529;-3.7449245;-3.401787;-0.9879072;-2.3645408;-3.1705253;-4.1685963;-1.5779973;-1.9944812;-3.445242;-4.6561375;-5.8150353;-4.4409494;-1.0107033;-7.4475822;-3.432909;-2.303666;-5.018011;-5.13425;-5.165608;-7.6909146;-7.388853;-4.78919;-5.463793;-7.278271;-2.1327882;-3.7047722;-2.7407122;-2.258465;-2.9427311;5.530273;-3.465698;-3.466868;-2.2004206;0.87323236;-3.2279246;-3.80763;-4.1085124;-4.0737634;-0.5815304;2.9182756;-5.982608;-2.0842075;-0.594164;-2.0051546;-4.9575167;-3.175581;-4.805525;-5.1227226;-3.2232568;-5.5897393;-6.978999;-8.085748;-3.972769;-3.580197;-7.323261;-3.2972364;-7.710835;-7.009835;-7.4056044;-2.9616265;-3.5665452;-3.5673518;-2.6161783;-4.509713;-4.658445;-5.475313;-1.0949773;-0.7839944;
-10.100971;-15.478405;-13.232592;-12.158077;-14.261797;-11.701996;-14.306278;-14.381825;-13.700053;-13.68409;-8.587038;-13.011018;-10.806679;-12.182461;-11.843023;-11.74774;-12.877142;-13.449819;-12.53985;-14.293059;-11.292177;-13.068283;-12.61368;-13.617999;-15.469123;-13.387016;-13.335961;-9.015898;-9.80792;-12.061803;-10.83499;-9.908731;-10.132117;-10.076972;-9.825334;-9.5150585;-11.85558;-7.452657;-10.537332;-10.532873;-11.484534;-11.201888;-8.367181;-13.733917;-9.196186;-11.325921;-11.475237;-12.619243;-11.568167;-14.076015;-13.431246;-11.828044;-14.360134;-13.706517;-4.676961;-6.92192;-8.5526705;-8.422889;-4.2659574;0.57630146;-10.078134;-4.9859858;-3.0827243;-8.498818;-6.36439;-5.1052675;-7.8035145;-7.739247;0.2539301;-0.98375124;-10.317572;-5.589532;-6.7117653;-5.976941;-6.9393897;-8.331142;-9.530779;-12.138933;-9.808243;-11.375418;-14.052313;-14.908749;-13.626761;-12.93449;-13.630424;-9.856811;-13.967227;-13.529193;-13.696703;-11.835039;-9.290001;-13.005127;-10.257924;-12.766107;-7.332019;-14.403817;-10.29905;4.315383;
-8.978878;-10.882107;-10.184504;-10.594394;-10.785994;-8.755581;-11.080542;-12.399235;-10.438667;-10.27746;-7.303068;-10.275894;-8.835808;-9.444473;-8.574268;-8.859052;-9.488768;-11.465136;-10.131694;-10.167853;-7.8414655;-9.524214;-11.008872;-11.713506;-11.509091;-9.923462;-10.874874;-6.2287784;-9.358894;-11.606743;-8.661387;-7.987665;-9.764729;-9.476709;-8.22406;-7.5814652;-12.060179;-4.0369883;-8.485798;-7.287427;-7.568144;-8.004294;-10.074852;-10.136803;-7.2322426;-11.069975;-9.194795;-7.399905;-8.404255;-9.864008;-9.921545;-8.231671;-10.76939;-9.893424;0.6308947;-5.473316;-9.977732;-8.114186;-0.13148272;-3.5769463;-7.085701;-5.367787;-2.427049;-9.478148;-5.8962874;-4.566139;-6.6746335;-7.08714;5.5036063;0.08304541;-11.27947;-1.8781593;-4.283264;-6.8630075;-2.4352765;-9.690275;-7.732612;-8.642107;-6.309699;-9.723611;-10.222403;-10.950568;-11.096634;-11.609232;-9.893201;-9.131162;-10.581981;-10.163512;-10.529305;-9.734033;-8.876548;-10.81444;-11.970455;-6.8214717;-6.99853;-10.996758;-9.818448;1.1094536;
-10.194892;-12.127172;-10.172444;-12.863928;-13.395596;-8.643965;-13.153978;-12.10649;-13.315509;-13.300847;-8.468463;-11.788352;-10.223754;-12.646435;-12.212354;-10.38237;-12.7759075;-12.953263;-13.205389;-12.265562;-12.345367;-13.49034;-14.3330765;-14.420638;-12.852255;-11.369824;-12.7886715;-8.314141;-11.576486;-16.063007;-10.318139;-12.256104;-12.642597;-11.6548195;-10.056437;-8.018494;-14.703981;-9.060156;-12.225397;-8.508013;-8.902983;-11.344636;-12.529276;-13.145233;-10.403313;-11.787574;-10.170063;-8.944056;-9.398686;-13.452673;-13.40525;-10.560707;-13.507681;-13.340879;-2.2988663;-6.6176834;-9.298749;-7.300643;-3.5888286;-6.2693377;-6.7027216;-7.758766;-3.7275965;-11.979438;-9.941226;-7.280254;-9.033852;-7.1950483;3.4154196;-2.6191256;-13.307121;-0.6322825;-2.2505674;-6.5189066;-2.761323;-9.228607;-10.052692;-7.970601;-6.937779;-10.541298;-13.62868;-14.260135;-12.962272;-15.372809;-13.244809;-12.087609;-13.698906;-13.454411;-13.621487;-11.037454;-10.189712;-16.245768;-13.293412;-11.489804;-8.494606;-16.208765;-13.718245;3.4861684;
-7.5524178;-16.513668;-11.725432;-13.070961;-14.0473;-9.225487;-14.548421;-16.064234;-14.045492;-14.690236;-9.517895;-10.190147;-10.690032;-14.355688;-16.177711;-13.153917;-15.197638;-15.74265;-14.497588;-15.134349;-15.372232;-14.006975;-18.42483;-17.157202;-16.554455;-14.996527;-16.857267;-11.256269;-17.160429;-15.455554;-15.322326;-12.596893;-15.779935;-14.961099;-10.70168;-8.003559;-15.215953;-10.108132;-10.623931;-10.704975;-11.47922;-17.194244;-16.003326;-15.244515;-13.950402;-13.535569;-11.336807;-12.049317;-13.339967;-16.110113;-14.668921;-13.313973;-14.81912;-14.785132;-6.9827456;-9.352818;-8.738737;-7.826669;-6.0087166;-5.358475;-9.939155;-9.914197;-1.7646543;-12.123843;-8.020514;-3.4659967;-8.044297;-8.40874;-3.9305725;-5.7350903;-16.740503;0.17684248;-4.3199244;-3.1413372;-6.0003567;-10.515443;-12.484536;-8.430171;-10.5724325;-9.154397;-14.281165;-18.444687;-15.87026;-16.772707;-15.209605;-14.618065;-16.047058;-15.209377;-15.026957;-11.361982;-11.115257;-17.725868;-13.798457;-11.427795;-7.2272496;-20.272852;-9.747354;5.4216423;
-7.4470663;-6.042175;-5.0747185;-8.531473;-8.927577;-4.8235936;-7.1012573;-6.1896167;-9.590489;-9.8473;-4.978157;-4.2823033;-5.3994923;-9.53281;-7.6178255;-7.0578504;-7.140271;-7.2260284;-6.952585;-5.8004613;-8.686579;-8.433819;-8.794451;-8.071316;-8.717962;-6.8640366;-6.2594533;-7.605165;-8.168026;-6.090151;-7.3877597;-6.386792;-6.946517;-5.4281216;-6.3889775;-5.680641;-7.45022;-6.9826403;-5.0562787;-6.739365;-8.335341;-7.5121922;-8.598556;-9.925305;-8.472446;-5.803632;-5.874691;-5.6437154;-6.243843;-9.161604;-9.796315;-6.211507;-9.256798;-9.734202;-4.900843;-2.8793972;-1.6375856;-1.4219542;-1.4835566;-0.5809824;-5.921233;-3.8223715;-2.377699;-6.860961;-0.49572432;2.0621893;-4.4740133;-5.994558;-5.2391205;-3.2206128;-7.920289;3.3054698;-1.485791;5.6215744;-3.7065241;-5.6458945;-7.3297014;-3.5788672;-6.365598;-3.6887887;-9.93103;-10.692701;-7.86046;-9.653935;-10.04021;-5.9204445;-10.70922;-9.742991;-9.948394;-6.870246;-7.6988297;-7.861197;-8.154778;-7.7127266;-6.5006022;-11.4927025;-4.858781;-0.96656317;
-12.813032;-22.738768;-17.741043;-17.224735;-20.171803;-15.310583;-22.279726;-22.006008;-17.895771;-18.206089;-16.594193;-13.481499;-15.960331;-17.270092;-22.889626;-18.236067;-23.9619;-23.476599;-17.546946;-22.53258;-22.967794;-18.742899;-23.584045;-23.164215;-24.56433;-20.550745;-24.260038;-16.667675;-22.724392;-21.113617;-22.682676;-17.26334;-22.37297;-24.026142;-15.875557;-13.7735;-23.172346;-13.127029;-12.802343;-12.559611;-17.93603;-24.478167;-22.702389;-19.019358;-19.41098;-19.66025;-16.667477;-17.984457;-17.921673;-22.004763;-18.59255;-17.289976;-24.076984;-18.407806;-8.321969;-12.728604;-8.679232;-6.2860813;-2.723968;-10.786141;-13.073983;-6.3472104;-4.815222;-18.70454;-5.8035216;-3.8317327;-8.661078;-11.162654;-8.686266;-11.986666;-22.901978;-5.2181406;-9.510262;-2.4689088;-9.985581;-14.675281;-15.139034;-16.70587;-12.178669;-13.652304;-17.60128;-25.830212;-26.532;-23.691687;-18.86211;-18.216843;-19.592249;-17.85457;-19.248915;-20.23149;-15.83536;-26.31274;-18.278282;-16.93332;-8.966849;-25.346474;-12.617206;7.697708;
-7.5626545;-10.834754;-6.823799;-9.663287;-10.238072;-6.0258694;-9.423878;-9.022241;-10.520363;-10.810594;-9.1793375;-5.192391;-8.340836;-9.911133;-9.68933;-8.074965;-10.849205;-10.719254;-8.931927;-10.530814;-9.835342;-11.01767;-10.531108;-11.334904;-12.721669;-9.1527815;-10.047068;-8.212653;-11.2366;-6.210252;-10.812571;-7.6206446;-12.501133;-8.414455;-12.142862;-6.7537594;-12.16946;-8.572066;-4.6982203;-6.6357074;-9.601323;-9.241987;-10.3273945;-11.191142;-8.781585;-8.916691;-8.11089;-8.23999;-7.475773;-10.572;-10.788957;-7.60374;-12.647088;-10.415208;-6.874236;-3.3321192;0.59530324;-0.4311852;0.11931194;-3.0131128;-7.8554134;2.1685464;-3.1157022;-10.4254875;0.08467357;5.9025025;-4.1422353;-5.2379956;-6.630573;-5.593097;-12.889209;-0.24160045;-5.939065;2.246259;-4.3351107;-5.558457;-6.8333664;-11.740528;-6.8764663;-6.470328;-10.874478;-12.568545;-12.380434;-12.288593;-11.013472;-8.8744135;-11.400506;-10.410325;-11.075093;-9.059137;-7.4632764;-11.377229;-7.459297;-7.9826126;-7.053366;-12.209252;-6.166486;-1.0242531;
-11.397499;-21.798687;-18.709965;-18.57028;-19.190039;-13.489194;-21.532173;-19.316322;-19.306915;-19.175245;-15.97508;-13.374039;-16.320017;-18.132355;-19.504784;-17.049753;-20.109512;-21.007826;-19.422293;-21.017097;-20.766241;-18.314102;-21.520287;-21.429739;-22.831396;-18.93999;-20.932657;-13.638843;-20.30813;-17.762667;-20.347694;-14.765818;-20.857304;-17.778133;-20.594038;-12.367471;-21.946825;-14.588123;-12.07975;-14.100126;-19.281517;-19.120754;-19.93554;-19.824717;-15.828166;-16.815493;-14.726772;-16.69433;-18.308115;-22.755968;-18.852648;-17.329767;-19.58337;-18.951769;-6.204774;-13.279211;-6.4142804;-7.645482;-3.618087;-12.215833;-13.648759;-6.6620336;-3.7291517;-17.934635;-8.828903;-4.681721;-7.7474294;-9.229393;-8.030379;-14.572847;-20.350256;-4.4211626;-10.154313;-6.8716455;-7.9891973;-12.484088;-10.900712;-19.671368;-13.438284;-12.671521;-18.313938;-22.006968;-22.112293;-20.6586;-19.475214;-16.706253;-19.659983;-19.290546;-19.428288;-18.24767;-13.320185;-20.175303;-15.9853945;-14.852729;-10.374492;-20.772503;-15.285157;6.3821507;
-7.4713373;-8.469233;-7.4389477;-8.988671;-8.90097;-6.567272;-7.3775554;-8.461558;-10.109875;-10.120253;-5.3292823;-7.0334435;-9.218926;-10.109598;-10.004646;-7.9762344;-9.350864;-9.254555;-10.764589;-10.221746;-9.734588;-9.434338;-10.163689;-10.1255665;-10.3861;-7.9770765;-7.033664;-5.778079;-8.965216;-11.6421175;-8.6821165;-7.938258;-8.07813;-8.771601;-9.551035;-5.382271;-7.6331153;-7.818863;-9.459584;-8.216006;-8.437864;-7.8628407;-8.001731;-10.139126;-8.863993;-6.9373918;-6.757754;-8.708172;-11.4014635;-10.33041;-9.916193;-9.703175;-9.819482;-10.156765;0.8211791;-7.1357207;-3.3954258;-3.2782068;-1.0753701;-7.955433;-6.670132;-5.5991063;-1.0541631;-9.382768;-7.6213036;-4.27702;-1.8005258;-2.2402613;0.96453136;-6.566722;-4.547597;-0.8599067;-2.4378297;-4.6209188;-2.3829885;-7.5597515;-4.6886315;-7.0967646;-6.3707256;-5.958063;-10.428382;-10.975942;-10.77542;-11.05064;-10.131874;-7.353458;-10.12673;-10.008706;-10.648948;-7.8480177;-5.9099984;-11.163574;-6.4323826;-6.491789;-6.0207143;-8.352125;-6.9065423;-0.49329665;
